gene	marker_id
AT4G17420	9724592_4
AT4G17430	9726675_4
AT4G17440	9729254_4
AT4G17450	9737296_4
AT4G17450.1	9737296_4
AT4G17453	9738260_4
AT4G17460	9741130_4
AT4G17470	9744854_4
AT4G17480	9746961_4
AT4G17483	9748773_4
AT4G17486	9751698_4
AT4G17490	9753853_4
AT4G17500	9760292_4
AT4G17505	9766295_4
AT4G17510	9768683_4
AT4G17512	9770199_4
AT4G17520	9773545_4
AT4G17530	9775607_4
AT4G17540	9777802_4
AT4G17550	9779619_4
AT4G17560	9782180_4
AT4G17565	9783554_4
AT4G17570	9787346_4
AT4G17580	9791134_4
AT4G17585	9793197_4
AT4G17587	9797169_4
AT4G17587.1	9797169_4
AT4G17590	9802538_4
AT4G17600	9804817_4
AT4G17610	9814856_4
AT4G17615	9819306_4
AT4G17616	9821674_4
AT4G17620	9825021_4
AT4G17640	9827323_4
AT4G17650	9829594_4
AT4G17660	9832987_4
AT4G17670	9834724_4
AT4G17680	9844209_4
AT4G17690	9847080_4
AT4G17695	9850512_4
AT4G17700	9855663_4
AT4G17710	9859127_4
AT4G17713	9860203_4
AT4G17718	9861987_4
AT4G17720	9864495_4
AT4G17730	9866913_4
AT4G17740	9869622_4
AT4G17750	9871600_4
AT4G17760	9873391_4
AT4G17770	9880235_4
AT4G17780	9881443_4
AT4G17785	9883416_4
AT4G17790	9892542_4
AT4G17800	9896612_4
AT4G17810	9907587_4
AT4G17820	9911856_4
AT4G17820.1	9911856_4
AT4G17830	9918210_4
AT4G17840	9920397_4
AT4G17850	9923846_4
AT4G17860	9926341_4
AT4G17870	9929517_4
AT4G17880	9935583_4
AT4G17890	9939445_4
AT4G17895	9942766_4
AT4G17900	9948062_4
AT4G17905	9949613_4
AT4G17908	9951079_4
AT4G17910	9953965_4
AT4G17914	9958536_4
AT4G17915	9960372_4
AT4G17920	9964076_4
AT4G17930	9964836_4
AT4G17940	9966907_4
AT4G17950	9969231_4
AT4G17960	9972425_4
AT4G17970	9977695_4
AT4G17975	9978160_4
AT4G17980	9979862_4
AT4G17990	9985802_4
AT4G17998	9989599_4
AT4G18000	9990135_4
AT4G18010	9994347_4
AT4G18020	10007619_4
AT4G18030	10015784_4
AT4G18040	10018033_4
AT4G18050	10027346_4
AT4G18060	10029899_4
AT4G18070	10032849_4
AT4G18080	10033925_4
AT4G18090	10034756_4
AT4G18100	10036476_4
AT4G18110	10037694_4
AT4G18120	10042229_4
AT4G18130	10045928_4
AT4G18140	10049411_4
AT4G18150	10054004_4
AT4G18160	10057627_4
AT4G18170	10062749_4
AT4G18180	10067202_4
AT4G18190	10069257_4
AT4G18195	10071099_4
AT4G18197	10073212_4
AT4G18205	10075183_4
AT4G18210	10077744_4
AT4G18220	10080045_4
AT4G18230	10081896_4
AT4G18240	10087203_4
AT4G18250	10091811_4
AT4G18255	10093079_4
AT4G18260	10097491_4
AT4G18270	10101856_4
AT4G18280	10104733_4
AT4G18290	10118462_4
AT4G18300	10120959_4
AT4G18310	10122922_4
AT4G18320	10125802_4
AT4G18330	10128607_4
AT4G18335	10129309_4
AT4G18340	10132034_4
AT4G18350	10144429_4
AT4G18360	10148609_4
AT4G18370	10151192_4
AT4G18372	10152120_4
AT4G18375	10155282_4
AT4G18380	10159436_4
AT4G18390	10165376_4
AT4G18395	10169909_4
AT4G18400	10171254_4
AT4G18410	10174136_4
AT4G18410.1	10174136_4
AT4G18420	10174959_4
AT4G18420.1	10174959_4
AT4G18422	10176563_4
AT4G18425	10182090_4
AT4G18430	10185255_4
AT4G18440	10188827_4
AT4G18450	10191129_4
AT4G18460	10196764_4
AT4G18465	10201486_4
AT4G18470	10195652_4
AT4G18480	10203455_4
AT4G18490	10208135_4
AT4G18500	10209282_4
AT4G18501	10209717_4
AT4G18510	10212398_4
AT4G18520	10217044_4
AT4G18530	10220404_4
AT4G18540	10222783_4
AT4G18550	10226817_4
AT4G18570	10234571_4
AT4G18580	10235913_4
AT4G18590	10237108_4
AT4G18593	10238811_4
AT4G18596	10239821_4
AT4G18600	10247320_4
AT4G18610	10251461_4
AT4G18620	10254851_4
AT4G18630	10258943_4
AT4G18640	10263740_4
AT4G18650	10265436_4
AT4G18660	10274867_4
AT4G18670	10278484_4
AT4G18680	10281654_4
AT4G18690	10283723_4
AT4G18700	10290848_4
AT4G18710	10301219_4
AT4G18720	10301219_4
AT4G18725	10302059_4
AT4G18730	10303364_4
AT4G18740	10304558_4
AT4G18750	10306406_4
AT4G18760	10309399_4
AT4G18770	10313050_4
AT4G18780	10316785_4
AT4G18790	10319571_4
AT4G18800	10321542_4
AT4G18810	10325811_4
AT4G18820	10334240_4
AT4G18823	10335264_4
AT4G18830	10338606_4
AT4G18840	10340342_4
AT4G18850	10342156_4
AT4G18860	10345519_4
AT4G18870	10347122_4
AT4G18880	10349495_4
AT4G18890	10355547_4
AT4G18900	10359033_4
AT4G18905	10363240_4
AT4G18910	10368347_4
AT4G18920	10370103_4
AT4G18930	10372025_4
AT4G18940	10373568_4
AT4G18950	10378329_4
AT4G18960	10388458_4
AT4G18970	10390950_4
AT4G18975	10393980_4
AT4G18980	10399510_4
AT4G18990	10404232_4
AT4G19000	10407252_4
AT4G19003	10408932_4
AT4G19006	10411419_4
AT4G19010	10414195_4
AT4G19020	10421209_4
AT4G19030	10423487_4
AT4G19035	10428438_4
AT4G19038	10430997_4
AT4G19040	10437427_4
AT4G19045	10439801_4
AT4G19050	10444114_4
AT4G19060	10446297_4
AT4G19070	10448170_4
AT4G19080	10449766_4
AT4G19090	10452751_4
AT4G19095	10453521_4
AT4G19100	10454337_4
AT4G19110	10459294_4
AT4G19112	10459294_4
AT4G19120	10464172_4
AT4G19130	10469018_4
AT4G19140	10471320_4
AT4G19150	10472457_4
AT4G19160	10480131_4
AT4G19170	10483845_4
AT4G19180	10488368_4
AT4G19185	10491662_4
AT4G19190	10496140_4
AT4G19191	10498191_4
AT4G19200	10500716_4
AT4G19210	10505154_4
AT4G19220	10508096_4
AT4G19230	10523944_4
AT4G19239	10527755_4
AT4G19240	10529084_4
AT4G19250	10532173_4
AT4G19270	10537716_4
AT4G19280	10541092_4
AT4G19280.1	10541092_4
AT4G19305	10545448_4
AT4G19305.1	10545448_4
AT4G19320	10549385_4
AT4G19320.1	10549385_4
AT4G19330	10558639_4
AT4G19350	10563735_4
AT4G19360	10565421_4
AT4G19370	10567838_4
AT4G19380	10572373_4
AT4G19390	10576378_4
AT4G19400	10581934_4
AT4G19410	10585852_4
AT4G19420	10590412_4
AT4G19430	10599096_4
AT4G19440	10604495_4
AT4G19450	10609321_4
AT4G19452	10610186_4
AT4G19460	10612005_4
AT4G19470	10614327_4
AT4G19480	10615311_4
AT4G19490	10623405_4
AT4G19500	10631566_4
AT4G19510	10638972_4
AT4G19520	10647062_4
AT4G19530	10657253_4
AT4G19540	10659216_4
AT4G19550	10661303_4
AT4G19560	10664552_4
AT4G19570	10667270_4
AT4G19580	10669417_4
AT4G19590	10672140_4
AT4G19600	10676712_4
AT4G19610	10681648_4
AT4G19620	10682834_4
AT4G19630	10684683_4
AT4G19633	10685885_4
AT4G19640	10689609_4
AT4G19645	10691721_4
AT4G19650	10695645_4
AT4G19660	10697787_4
AT4G19670	10702027_4
AT4G19680	10704789_4
AT4G19690	10709008_4
AT4G19700	10714688_4
AT4G19710	10729766_4
AT4G19720	10731710_4
AT4G19730	10734792_4
AT4G19740	10740610_4
AT4G19750	10747061_4
AT4G19760	10752022_4
AT4G19770	10754086_4
AT4G19780	10755964_4
AT4G19780.1	10755964_4
AT4G19790	10756744_4
AT4G19790.1	10756744_4
AT4G19800	10762090_4
AT4G19810	10765702_4
AT4G19820	10768604_4
AT4G19829	10772266_4
AT4G19830	10773975_4
AT4G19840	10775895_4
AT4G19850	10777531_4
AT4G19860	10780410_4
AT4G19865	10782321_4
AT4G19870	10784261_4
AT4G19880	10786511_4
AT4G19890	10788994_4
AT4G19900	10791305_4
AT4G19902	10791955_4
AT4G19905	10794688_4
AT4G19910	10796654_4
AT4G19920	10798325_4
AT4G19925	10800566_4
AT4G19930	10804850_4
AT4G19940	10807532_4
AT4G19950	10811080_4
AT4G19960	10817011_4
AT4G19970	10825366_4
AT4G19980	10828532_4
AT4G19985	10831979_4
AT4G19990	10835696_4
AT4G20000	10839135_4
AT4G20006	10841071_4
AT4G20010	10844087_4
AT4G20020	10846134_4
AT4G20030	10847385_4
AT4G20040	10849111_4
AT4G20050	10853326_4
AT4G20060	10859326_4
AT4G20070	10864664_4
AT4G20080	10867580_4
AT4G20090	10870029_4
AT4G20095	10873604_4
AT4G20100	10874794_4
AT4G20110	10878723_4
AT4G20130	10881940_4
AT4G20140	10888249_4
AT4G20150	10889597_4
AT4G20160	10894890_4
AT4G20170	10899121_4
AT4G20180	10904065_4
AT4G20180.1	10904065_4
AT4G20190	10907673_4
AT4G20200	10911129_4
AT4G20210	10918265_4
AT4G20220	10922275_4
AT4G20230	10926739_4
AT4G20235	10931269_4
AT4G20240	10934204_4
AT4G20250	10940469_4
AT4G20260	10943546_4
AT4G20270	10953036_4
AT4G20280	10954794_4
AT4G20290	10955421_4
AT4G20300	10959212_4
AT4G20310	10964003_4
AT4G20320	10979447_4
AT4G20325	10982646_4
AT4G20330	10984515_4
AT4G20340	10987692_4
AT4G20350	10989780_4
AT4G20360	10991685_4
AT4G20362	10992113_4
AT4G20365	10998715_4
AT4G20365.1	10998715_4
AT4G20370	11002994_4
AT4G20380	11006787_4
AT4G20390	11008062_4
AT4G20400	11013762_4
AT4G20410	11016512_4
AT4G20420	11017615_4
AT4G20430	11021260_4
AT4G20440	11023753_4
AT4G20450	11029003_4
AT4G20460	11032674_4
AT4G20470	11032751_4
AT4G20480	11035869_4
AT4G20490	11039910_4
AT4G20490.1	11039910_4
AT4G20500	11040854_4
AT4G20500.1	11040854_4
AT4G20510	11044408_4
AT4G20510.1	11044408_4
AT4G20520	11046269_4
AT4G20680	11095590_4
AT4G20690	11098018_4
AT4G20700	11099206_4
AT4G20715	11104016_4
AT4G20715.1	11104016_4
AT4G20720	11105537_4
AT4G20725	11114298_4
AT4G20725.1	11114298_4
AT4G20730	11120348_4
AT4G20730.1	11120348_4
AT4G20740	11128252_4
AT4G20760	11130690_4
AT4G20770	11133078_4
AT4G20780	11133946_4
AT4G20790	11136283_4
AT4G20800	11141258_4
AT4G20810	11143597_4
AT4G20820	11151689_4
AT4G20830	11157801_4
AT4G20840	11159522_4
AT4G20850	11169864_4
AT4G20860	11174437_4
AT4G20870	11176872_4
AT4G20880	11180690_4
AT4G20890	11183919_4
AT4G20900	11185836_4
AT4G20910	11191091_4
AT4G20920	11197541_4
AT4G20930	11200981_4
AT4G20940	11206193_4
AT4G20960	11213576_4
AT4G20970	11216188_4
AT4G20980	11219511_4
AT4G20990	11221114_4
AT4G21000	11223721_4
AT4G21010	11227258_4
AT4G21020	11229555_4
AT4G21030	11231816_4
AT4G21040	11235356_4
AT4G21050	11238733_4
AT4G21060	11245018_4
AT4G21065	11247770_4
AT4G21070	11252719_4
AT4G21080	11255340_4
AT4G21090	11258563_4
AT4G21100	11265445_4
AT4G21105	11267012_4
AT4G21110	11268918_4
AT4G21120	11273869_4
AT4G21130	11276272_4
AT4G21140	11278128_4
AT4G21150	11283781_4
AT4G21160	11286718_4
AT4G21170	11287977_4
AT4G21180	11292224_4
AT4G21190	11293971_4
AT4G21192	11295421_4
AT4G21200	11306430_4
AT4G21210	11308712_4
AT4G21213	11310127_4
AT4G21215	11313567_4
AT4G21216	11314516_4
AT4G21220	11319052_4
AT4G21230	11321679_4
AT4G21240	11323636_4
AT4G21250	11326781_4
AT4G21260	11329009_4
AT4G21270	11334129_4
AT4G21280	11335743_4
AT4G21300	11339041_4
AT4G21310	11340069_4
AT4G21320	11340937_4
AT4G21323	11345513_4
AT4G21326	11349531_4
AT4G21330	11350645_4
AT4G21340	11354260_4
AT4G21350	11357115_4
AT4G21360	11368095_4
AT4G21360.1	11368095_4
AT4G21362	11375450_4
AT4G21363	11379306_4
AT4G21363.1	11379306_4
AT4G21366	11383911_4
AT4G21370	11387003_4
AT4G21380	11392904_4
AT4G21390	11396103_4
AT4G21420	11406893_4
AT4G21420.1	11406893_4
AT4G21430	11410548_4
AT4G21437	11417238_4
AT4G21440	11419136_4
AT4G21445	11425765_4
AT4G21450	11428383_4
AT4G21460	11430678_4
AT4G21470	11433166_4
AT4G21480	11435201_4
AT4G21490	11439314_4
AT4G21500	11441726_4
AT4G21510	11447098_4
AT4G21520	11450302_4
AT4G21530	11455548_4
AT4G21534	11458766_4
AT4G21540	11462501_4
AT4G21550	11468630_4
AT4G21560	11470449_4
AT4G21570	11472963_4
AT4G21580	11477749_4
AT4G21585	11479902_4
AT4G21590	11482705_4
AT4G21595	11483093_4
AT4G21600	11487340_4
AT4G21605	11488637_4
AT4G21610	11490378_4
AT4G21620	11491597_4
AT4G21630	11495483_4
AT4G21640	11500604_4
AT4G21650	11504648_4
AT4G21660	11509616_4
AT4G21670	11517230_4
AT4G21680	11519729_4
AT4G21690	11528678_4
AT4G21700	11532697_4
AT4G21705	11534811_4
AT4G21710	11542267_4
AT4G21720	11544515_4
AT4G21730	11545502_4
AT4G21740	11546426_4
AT4G21745	11550609_4
AT4G21750	11560695_4
AT4G21760	11563944_4
AT4G21770	11566305_4
AT4G21780	11567677_4
AT4G21790	11572508_4
AT4G21800	11575126_4
AT4G21810	11577187_4
AT4G21820	11584010_4
AT4G21830	11585394_4
AT4G21840	11588268_4
AT4G21850	11591870_4
AT4G21860	11601577_4
AT4G21865	11603262_4
AT4G21870	11604287_4
AT4G21880	11610462_4
AT4G21890	11612893_4
AT4G21895	11614937_4
AT4G21900	11619346_4
AT4G21902	11620046_4
AT4G21903	11623681_4
AT4G21910	11631070_4
AT4G21920	11636448_4
AT4G21926	11640149_4
AT4G21930	11640577_4
AT4G21940	11643716_4
AT4G21950	11644569_4
AT4G21960	11648456_4
AT4G21970	11654111_4
AT4G21980	11656994_4
AT4G21990	11659160_4
AT4G22000	11660904_4
AT4G22010	11666645_4
AT4G22020	11670405_4
AT4G22030	11675535_4
AT4G22040	11679346_4
AT4G22040.1	11679346_4
AT4G22050	11685582_4
AT4G22060	11688984_4
AT4G22065	11689522_4
AT4G22065.1	11689522_4
AT4G22066	11690858_4
AT4G22070	11694315_4
AT4G22080	11702590_4
AT4G22090	11706037_4
AT4G22100	11709922_4
AT4G22105	11710604_4
AT4G22110	11714166_4
AT4G22115	11715090_4
AT4G22120	11719777_4
AT4G22130	11727603_4
AT4G22140	11730357_4
AT4G22150	11732883_4
AT4G22160	11733990_4
AT4G22165	11735185_4
AT4G22170	11737738_4
AT4G22180	11739748_4
AT4G22185	11741052_4
AT4G22190	11743318_4
AT4G22200	11750624_4
AT4G22210	11752763_4
AT4G22212	11754668_4
AT4G22214	11756159_4
AT4G22217	11759048_4
AT4G22220	11760923_4
AT4G22230	11762675_4
AT4G22233	11763980_4
AT4G22235	11764302_4
AT4G22240	11767284_4
AT4G22250	11768328_4
AT4G22260	11772515_4
AT4G22270	11775952_4
AT4G22280	11778113_4
AT4G22285	11782666_4
AT4G22290	11785764_4
AT4G22300	11789180_4
AT4G22305	11791191_4
AT4G22310	11792830_4
AT4G22320	11794768_4
AT4G22330	11799846_4
AT4G22340	11803413_4
AT4G22350	11807165_4
AT4G22360	11810085_4
AT4G22370	11811200_4
AT4G22380	11812941_4
AT4G22390	11815077_4
AT4G22400	11817885_4
AT4G22410	11820108_4
AT4G22415	11825146_4
AT4G22415.1	11825146_4
AT4G22420	11826406_4
AT4G22430	11829030_4
AT4G22440	11832181_4
AT4G22450	11837299_4
AT4G22450.1	11837299_4
AT4G22460	11839510_4
AT4G22470	11841352_4
AT4G22485	11846470_4
AT4G22490	11850247_4
AT4G22505	11852918_4
AT4G22510	11857040_4
AT4G22513	11855360_4
AT4G22517	11857258_4
AT4G22520	11858941_4
AT4G22530	11860203_4
AT4G22540	11866232_4
AT4G22545	11877572_4
AT4G22550	11878916_4
AT4G22560	11881050_4
AT4G22570	11885331_4
AT4G22580	11890655_4
AT4G22590	11896396_4
AT4G22592	11896396_4
AT4G22600	11900982_4
AT4G22610	11902564_4
AT4G22620	11908087_4
AT4G22630	11909927_4
AT4G22640	11912086_4
AT4G22650	11914016_4
AT4G22660	11916139_4
AT4G22666	11917819_4
AT4G22670	11920907_4
AT4G22680	11924180_4
AT4G22690	11931685_4
AT4G22700	11933810_4
AT4G22710	11936612_4
AT4G22720	11938946_4
AT4G22730	11943787_4
AT4G22740	11945927_4
AT4G22745	11948739_4
AT4G22750	11951385_4
AT4G22753	11953425_4
AT4G22754	11954767_4
AT4G22756	11956792_4
AT4G22758	11960034_4
AT4G22760	11962136_4
AT4G22770	11965581_4
AT4G22780	11971147_4
AT4G22785	11975020_4
AT4G22790	11976740_4
AT4G22800	11982758_4
AT4G22810	11985661_4
AT4G22820	11988869_4
AT4G22830	11991365_4
AT4G22840	11993744_4
AT4G22850	11996227_4
AT4G22860	12001603_4
AT4G22870	12002769_4
AT4G22880	12006194_4
AT4G22890	12009475_4
AT4G22900	12011351_4
AT4G22910	12015973_4
AT4G22920	12018466_4
AT4G22930	12021511_4
AT4G22940	12023459_4
AT4G22950	12027337_4
AT4G22960	12033133_4
AT4G22970	12043646_4
AT4G22980	12045700_4
AT4G22990	12051786_4
AT4G23000	12059801_4
AT4G23010	12062817_4
AT4G23020	12068495_4
AT4G23030	12073672_4
AT4G23040	12078725_4
AT4G23050	12084198_4
AT4G23060	12090480_4
AT4G23070	12091942_4
AT4G23080	12098870_4
AT4G23090	12101481_4
AT4G23100	12107443_4
AT4G23103	12108717_4
AT4G23110	12111494_4
AT4G23120	12115510_4
AT4G23130	12120122_4
AT4G23140	12124146_4
AT4G23150	12128318_4
AT4G23160	12134177_4
AT4G23170	12136156_4
AT4G23180	12140793_4
AT4G23190	12143789_4
AT4G23200	12147873_4
AT4G23205	12144875_4
AT4G23210	12151456_4
AT4G23215	12153439_4
AT4G23220	12157083_4
AT4G23230	12160011_4
AT4G23240	12161948_4
AT4G23250	12166986_4
AT4G23260	12170036_4
AT4G23270	12173887_4
AT4G23271	12174037_4
AT4G23280	12177428_4
AT4G23290	12180771_4
AT4G23300	12184682_4
AT4G23310	12188714_4
AT4G23320	12191377_4
AT4G23330	12194197_4
AT4G23340	12196686_4
AT4G23350	12199170_4
AT4G23360	12204762_4
AT4G23364	12205739_4
AT4G23370	12213421_4
AT4G23375	12214143_4
AT4G23380	12216270_4
AT4G23387	12217519_4
AT4G23390	12219662_4
AT4G23400	12222292_4
AT4G23410	12225281_4
AT4G23420	12228549_4
AT4G23430	12231565_4
AT4G23440	12240825_4
AT4G23450	12242598_4
AT4G23460	12248747_4
AT4G23470	12251310_4
AT4G23490	12254120_4
AT4G23493	12257034_4
AT4G23496	12258360_4
AT4G23500	12267168_4
AT4G23510	12270363_4
AT4G23515	12272792_4
AT4G23520	12276198_4
AT4G23530	12280807_4
AT4G23540	12286340_4
AT4G23550	12292995_4
AT4G23560	12295836_4
AT4G23570	12302696_4
AT4G23580	12305353_4
AT4G23590	12309614_4
AT4G23600	12313162_4
AT4G23610	12314751_4
AT4G23620	12316481_4
AT4G23630	12319916_4
AT4G23635	12320192_4
AT4G23640	12324343_4
AT4G23650	12327417_4
AT4G23660	12331672_4
AT4G23670	12333639_4
AT4G23680	12337225_4
AT4G23690	12339706_4
AT4G23700	12345989_4
AT4G23710	12351619_4
AT4G23713	12352982_4
AT4G23720	12359821_4
AT4G23730	12365094_4
AT4G23740	12369324_4
AT4G23750	12377977_4
AT4G23760	12383016_4
AT4G23770	12384290_4
AT4G23780	12386592_4
AT4G23790	12389673_4
AT4G23800	12392530_4
AT4G23810	12393874_4
AT4G23820	12400078_4
AT4G23840	12403277_4
AT4G23850	12408333_4
AT4G23860	12411540_4
AT4G23870	12414962_4
AT4G23880	12416402_4
AT4G23882	12418851_4
AT4G23885	12420422_4
AT4G23890	12421066_4
AT4G23895	12426296_4
AT4G23900	12426487_4
AT4G23910	12429423_4
AT4G23920	12433842_4
AT4G23930	12436587_4
AT4G23940	12441964_4
AT4G23950	12444513_4
AT4G23960	12445189_4
AT4G23970	12445663_4
AT4G23980	12455265_4
AT4G23990	12460753_4
AT4G24000	12465537_4
AT4G24010	12469781_4
AT4G24015	12471223_4
AT4G24020	12483516_4
AT4G24025	12486217_4
AT4G24026	12486847_4
AT4G24030	12486624_4
AT4G24040	12491112_4
AT4G24050	12500090_4
AT4G24060	12505310_4
AT4G24070	12508984_4
AT4G24080	12512073_4
AT4G24090	12514477_4
AT4G24100	12519831_4
AT4G24110	12520793_4
AT4G24120	12527199_4
AT4G24130	12528574_4
AT4G24140	12533827_4
AT4G24150	12539163_4
AT4G24160	12542478_4
AT4G24170	12546484_4
AT4G24175	12548867_4
AT4G24180	12551261_4
AT4G24190	12555834_4
AT4G24200	12560944_4
AT4G24204	12562825_4
AT4G24210	12564426_4
AT4G24220	12566696_4
AT4G24230	12568787_4
AT4G24231	12568947_4
AT4G24240	12573694_4
AT4G24250	12577363_4
AT4G24260	12580110_4
AT4G24265	12580607_4
AT4G24270	12587307_4
AT4G24275	12588759_4
AT4G24280	12593527_4
AT4G24290	12597959_4
AT4G24300	12600196_4
AT4G24310	12601133_4
AT4G24320	12603435_4
AT4G24330	12606020_4
AT4G24340	12609247_4
AT4G24350	12611440_4
AT4G24370	12612129_4
AT4G24380	12613600_4
AT4G24390	12616052_4
AT4G24400	12620659_4
AT4G24410	12624033_4
AT4G24415	12626136_4
AT4G24420	12627482_4
AT4G24430	12633068_4
AT4G24440	12634387_4
AT4G24450	12642490_4
AT4G24460	12645470_4
AT4G24470	12647619_4
AT4G24480	12654969_4
AT4G24490	12658326_4
AT4G24500	12660413_4
AT4G24510	12662596_4
AT4G24520	12667190_4
AT4G24530	12669990_4
AT4G24540	12674047_4
AT4G24550	12679033_4
AT4G24560	12684928_4
AT4G24570	12687530_4
AT4G24580	12694085_4
AT4G24590	12698194_4
AT4G24600	12700424_4
AT4G24610	12707779_4
AT4G24620	12712777_4
AT4G24630	12716793_4
AT4G24640	12719013_4
AT4G24644	12719701_4
AT4G24650	12721437_4
AT4G24652	12722877_4
AT4G24660	12725514_4
AT4G24670	12731224_4
AT4G24680	12740039_4
AT4G24690	12744091_4
AT4G24700	12745307_4
AT4G24710	12748802_4
AT4G24730	12753808_4
AT4G24740	12757664_4
AT4G24750	12760637_4
AT4G24760	12763626_4
AT4G24770	12767710_4
AT4G24780	12772460_4
AT4G24790	12781670_4
AT4G24800	12785185_4
AT4G24805	12786144_4
AT4G24810	12789235_4
AT4G24820	12792613_4
AT4G24830	12795803_4
AT4G24840	12800560_4
AT4G24860	12808154_4
AT4G24880	12811158_4
AT4G24890	12814396_4
AT4G24900	12817615_4
AT4G24910	12818880_4
AT4G24920	12820736_4
AT4G24930	12823648_4
AT4G24940	12826192_4
AT4G24950	12826734_4
AT4G24960	12829241_4
AT4G24970	12835393_4
AT4G24972	12839743_4
AT4G24973	12841325_4
AT4G24974	12843323_4
AT4G24975	12844132_4
AT4G24977	12845803_4
AT4G24980	12848344_4
AT4G24990	12851542_4
AT4G25000	12853624_4
AT4G25010	12856477_4
AT4G25020	12861964_4
AT4G25030	12866824_4
AT4G25040	12869341_4
AT4G25050	12871304_4
AT4G25070	12876733_4
AT4G25080	12878647_4
AT4G25090	12883653_4
AT4G25100	12887004_4
AT4G25110	12890258_4
AT4G25120	12898421_4
AT4G25130	12899904_4
AT4G25140	12901571_4
AT4G25150	12902873_4
AT4G25160	12907278_4
AT4G25170	12911562_4
AT4G25180	12913975_4
AT4G25190	12915806_4
AT4G25200	12918052_4
AT4G25210	12919235_4
AT4G25220	12922873_4
AT4G25225	12923278_4
AT4G25230	12929110_4
AT4G25235	12929980_4
AT4G25240	12933629_4
AT4G25250	12935001_4
AT4G25260	12936144_4
AT4G25270	12938679_4
AT4G25280	12940623_4
AT4G25290	12944171_4
AT4G25300	12946752_4
AT4G25310	12951210_4
AT4G25315	12952856_4
AT4G25320	12956276_4
AT4G25330	12958665_4
AT4G25340	12962582_4
AT4G25350	12966381_4
AT4G25360	12972659_4
AT4G25370	12974619_4
AT4G25380	12976318_4
AT4G25386	12977074_4
AT4G25390	12979522_4
AT4G25400	12982423_4
AT4G25410	12987181_4
AT4G25420	12992230_4
AT4G25430	13000134_4
AT4G25433	13001830_4
AT4G25434	13005826_4
AT4G25440	13009489_4
AT4G25450	13013960_4
AT4G25470	13016190_4
AT4G25480	13019084_4
AT4G25490	13022695_4
AT4G25500	13027464_4
AT4G25510	13027938_4
AT4G25515	13031650_4
AT4G25520	13036186_4
AT4G25530	13042325_4
AT4G25540	13048144_4
AT4G25550	13051075_4
AT4G25560	13053604_4
AT4G25570	13055571_4
AT4G25580	13058763_4
AT4G25590	13059954_4
AT4G25600	13062541_4
AT4G25610	13067025_4
AT4G25620	13069677_4
AT4G25630	13076308_4
AT4G25635	13076637_4
AT4G25640	13078971_4
AT4G25650	13083189_4
AT4G25660	13085118_4
AT4G25670	13087090_4
AT4G25672	13087090_4
AT4G25680	13090026_4
AT4G25690	13091731_4
AT4G25692	13091731_4
AT4G25700	13095854_4
AT4G25707	13097717_4
AT4G25710	13099523_4
AT4G25719	13100571_4
AT4G25720	13102204_4
AT4G25730	13106757_4
AT4G25740	13108513_4
AT4G25750	13112222_4
AT4G25760	13116618_4
AT4G25770	13120035_4
AT4G25780	13121951_4
AT4G25790	13123280_4
AT4G25800	13127820_4
AT4G25810	13129838_4
AT4G25820	13131603_4
AT4G25830	13135015_4
AT4G25835	13137802_4
AT4G25840	13140931_4
AT4G25845	13142806_4
AT4G25850	13146306_4
AT4G25860	13149579_4
AT4G25870	13152241_4
AT4G25880	13159349_4
AT4G25885	13154894_4
AT4G25890	13160469_4
AT4G25900	13163594_4
AT4G25910	13165204_4
AT4G25920	13166855_4
AT4G25930	13169357_4
AT4G25940	13172788_4
AT4G25950	13174320_4
AT4G25960	13183594_4
AT4G25970	13189406_4
AT4G25980	13191483_4
AT4G25990	13193520_4
AT4G26000	13199826_4
AT4G26005	13200357_4
AT4G26010	13201937_4
AT4G26020	13204022_4
AT4G26030	13206171_4
AT4G26040	13207186_4
AT4G26050	13213438_4
AT4G26055	13214428_4
AT4G26060	13216430_4
AT4G26070	13219924_4
AT4G26080	13222223_4
AT4G26090	13227688_4
AT4G26095	13227556_4
AT4G26100	13230783_4
AT4G26110	13235828_4
AT4G26120	13238398_4
AT4G26130	13241001_4
AT4G26140	13247920_4
AT4G26150	13254857_4
AT4G26160	13256715_4
AT4G26170	13259352_4
AT4G26180	13262015_4
AT4G26190	13266918_4
AT4G26200	13277184_4
AT4G26210	13283401_4
AT4G26220	13285298_4
AT4G26225	13285435_4
AT4G26230	13286790_4
AT4G26240	13288957_4
AT4G26250	13290815_4
AT4G26255	13296408_4
AT4G26260	13300367_4
AT4G26270	13304286_4
AT4G26280	13305653_4
AT4G26288	13308902_4
AT4G26300	13313105_4
AT4G26310	13316016_4
AT4G26320	13317455_4
AT4G26330	13323320_4
AT4G26340	13325576_4
AT4G26350	13327973_4
AT4G26360	13332369_4
AT4G26360.1	13332369_4
AT4G26365	13332911_4
AT4G26370	13336221_4
AT4G26380	13341468_4
AT4G26390	13344415_4
AT4G26400	13346596_4
AT4G26410	13348953_4
AT4G26420	13352554_4
AT4G26430	13357555_4
AT4G26440	13359487_4
AT4G26450	13364822_4
AT4G26455	13366960_4
AT4G26460	13370006_4
AT4G26466	13368541_4
AT4G26470	13372324_4
AT4G26480	13375765_4
AT4G26483	13376827_4
AT4G26485	13378280_4
AT4G26488	13381404_4
AT4G26490	13381404_4
AT4G26500	13383567_4
AT4G26510	13388083_4
